Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCY41,OUT018,484.43608
FDN28,OUT045,1114.28288
FDE34,OUT045,2048.40028
FDR10,OUT045,2010.51626
FDC32,OUT017,1281.26552
DRG13,OUT046,3644.98868
FDP59,OUT049,1531.34
NCT53,OUT010,364.72524
FDL57,OUT027,7148.62802
FDN32,OUT010,484.96872
FDK09,OUT018,3728.34684
FDA52,OUT010,445.48678
FDC57,OUT049,2586.36668
FDI09,OUT035,3399.84112
NCB07,OUT046,1888.60828
FDP26,OUT035,1178.99864
FDP40,OUT027,2941.43782
FDL15,OUT013,2438.42592
FDV07,OUT046,1926.8252
FDS03,OUT017,1288.45616
FDE50,OUT049,3794.79368
FDQ15,OUT017,1265.08658
FDQ33,OUT010,346.216
FDT22,OUT013,812.34258
DRO35,OUT035,2010.91574
FDJ41,OUT049,3729.27896
FDQ27,OUT035,1993.80468
FDC26,OUT017,1911.64496
NCF43,OUT027,2987.31144
NCR50,OUT035,2766.26584
FDE39,OUT018,1971.16748
FDN49,OUT027,892.8378
DRG11,OUT035,1579.21102
NCA18,OUT049,1684.60716
FDM36,OUT018,1951.32664
FDW32,OUT017,1287.92352
NCQ18,OUT010,340.8896
FDX14,OUT027,2269.44588
FDD46,OUT017,1824.82464
FDI34,OUT019,486.96612
NCJ17,OUT035,1608.70596
FDB52,OUT035,2345.67998
FDV55,OUT018,2795.6942
FDC57,OUT046,2200.53558
FDB29,OUT046,1795.59602
NCO43,OUT035,2461.06312
FDG44,OUT045,1000.96372
FDJ34,OUT045,1370.81562
FDH40,OUT049,1220.14508
NCD07,OUT027,3592.6568
FDB41,OUT017,638.36904
FDH47,OUT018,988.3801
DRK37,OUT035,4131.55532
FDM25,OUT019,442.89016
NCX06,OUT045,2432.8332
NCS05,OUT017,2409.33046
FDS39,OUT045,1511.0331
FDC47,OUT027,6294.00714
FDG20,OUT013,2328.43576
DRL23,OUT017,1260.49256
FDY33,OUT013,2130.09394
NCH18,OUT045,3086.3159
FDX47,OUT035,2705.8112
NCB06,OUT045,2519.7201
FDP36,OUT049,762.94022
FDW44,OUT018,2761.27234
NCU41,OUT018,2745.02682
NCS17,OUT046,1665.96476
FDD46,OUT035,2242.54756
FDE45,OUT017,2888.37356
FDI09,OUT017,2810.07548
NCJ54,OUT010,621.32456
NCA29,OUT018,3156.95728
NCN41,OUT027,4030.22056
FDY34,OUT035,2656.00936
NCG55,OUT035,1894.00126
DRM49,OUT046,717.33292
NCB42,OUT049,2091.14464
FDE58,OUT045,1790.93542
DRJ25,OUT013,789.23932
FDS47,OUT010,157.39512
FDY21,OUT049,3047.83266
NCI54,OUT013,1414.29236
FDO24,OUT017,2609.936
FDY43,OUT035,2308.59492
FDF35,OUT018,1169.21138
NCP29,OUT019,186.0911
FDN28,OUT027,2520.58564
FDJ50,OUT018,697.69182
FDQ14,OUT027,3872.02648
FDC37,OUT035,2004.12458
FDN08,OUT046,1697.65684
FDD04,OUT035,2161.12022
FDW34,OUT018,1990.00962
FDP04,OUT017,948.96474
NCG07,OUT017,2778.18366
NCN14,OUT018,2145.40734
FDJ16,OUT045,734.11108
NCM42,OUT045,1695.7926
NCF19,OUT046,600.08554
FDY21,OUT018,3585.13326
FDY19,OUT035,2247.94054
FDV09,OUT045,2048.46686
FDA28,OUT013,2949.494
FDC38,OUT018,1748.59054
FDL28,OUT045,4117.57352
NCH43,OUT049,3046.3679
NCN53,OUT045,578.04756
NCW05,OUT017,2698.02134
NCO30,OUT018,2571.51934
FDT04,OUT019,74.17012
FDB27,OUT018,3465.1561
NCK07,OUT013,2269.57904
NCA53,OUT013,645.75942
FDB33,OUT018,2838.6383
FDU37,OUT017,1250.57214
FDR13,OUT035,1650.1853
FDE45,OUT049,2295.14576
FDV37,OUT017,3007.35202
FDX44,OUT019,178.83388
NCL06,OUT017,3959.77892
FDJ28,OUT045,2030.55684
FDX55,OUT049,3236.05432
NCK17,OUT018,354.93798
FDH52,OUT035,1103.29718
FDN13,OUT027,2922.32936
FDK44,OUT018,1790.80226
FDU16,OUT046,1858.31438
FDZ07,OUT017,801.55662
NCN06,OUT027,4249.40192
FDH02,OUT010,165.98394
NCW18,OUT045,4083.48456
FDH57,OUT013,1786.27482
FDV35,OUT045,3346.77686
NCU29,OUT013,3387.9233
NCP02,OUT046,795.43126
FDN44,OUT013,2603.07826
FDX03,OUT018,454.20876
FDR11,OUT010,567.86082
FDA36,OUT046,2200.1361
FDP58,OUT027,3953.1875
FDH31,OUT045,1551.71348
FDH34,OUT035,3489.92386
FDS13,OUT035,3015.00872
FDT01,OUT018,3743.85998
FDY09,OUT049,2741.89756
FDV33,OUT027,6143.80266
NCW29,OUT010,345.5502
NCN17,OUT045,1304.6351
FDX01,OUT046,1785.0098
FDL03,OUT049,3593.18944
DRL59,OUT049,876.72544
DRM11,OUT027,3763.03502
FDA43,OUT049,3931.81532
FDZ56,OUT010,338.62588
FDI44,OUT018,1070.80614
FDB50,OUT013,1476.47808
FDU15,OUT019,99.33736
NCJ19,OUT019,122.30746
FDD48,OUT013,2933.8477
NCW42,OUT035,4902.01908
FDL24,OUT017,3081.52214
NCB30,OUT013,2779.78158
FDK25,OUT013,3218.67694
FDW28,OUT049,2755.47988
FDD47,OUT017,3451.64036
FDK16,OUT019,244.0157
FDW37,OUT046,1391.98806
FDA48,OUT035,4236.75172
FDA14,OUT017,1768.56454
FDV15,OUT013,2382.69846
FDN22,OUT049,3533.93324
NCD55,OUT045,557.87382
FDY43,OUT013,2255.0646
NCU05,OUT017,1330.73446
FDF10,OUT035,2317.78296
FDR39,OUT018,3347.04318
FDG40,OUT013,602.28268
FDZ28,OUT019,230.3668
FDE02,OUT045,1206.03012
FDU60,OUT049,3079.92422
FDM21,OUT013,3877.55262
FDV52,OUT019,210.52596
NCW06,OUT013,2179.62946
FDX36,OUT035,3945.79712
FDT35,OUT027,3781.4111
NCL19,OUT010,326.97438
NCD31,OUT046,3797.92294
FDE53,OUT019,223.10958
FDW58,OUT019,401.27766
DRF48,OUT046,2336.2922
FDW57,OUT035,2907.14912
DRH13,OUT017,1271.47826
FDT33,OUT013,2099.53372
DRK47,OUT027,3901.12194
FDY22,OUT010,286.09426
FDC35,OUT019,480.57444
FDO03,OUT013,4346.3424
FDF24,OUT045,1212.62154
FDF56,OUT018,2382.2324
FDD28,OUT013,845.566
FDG53,OUT027,3414.42214
FDO27,OUT019,259.72858
NCF54,OUT018,2352.33798
FDC20,OUT027,1618.62638
FDU10,OUT046,755.41668
DRA24,OUT018,2412.12682
FDA02,OUT010,235.49346
FDG10,OUT017,765.60342
FDW39,OUT010,522.18694
FDP04,OUT019,143.34674
NCM55,OUT013,2635.96878
FDG47,OUT045,4964.33796
NCU41,OUT017,3801.718
NCK31,OUT017,755.48326
FDZ46,OUT045,1514.22894
FDU13,OUT027,3293.0468
NCF19,OUT045,709.14358
NCJ43,OUT013,2725.85178
NCJ05,OUT045,2207.59306
FDS04,OUT027,3452.77222
FDX28,OUT010,195.01282
FDB41,OUT027,1084.5882
FDG53,OUT046,1902.8564
FDL15,OUT010,268.58372
FDQ08,OUT049,719.79638
DRN36,OUT013,1757.712
FDI46,OUT013,3891.66758
FDG16,OUT027,4757.87338
FDV32,OUT013,1281.06578
FDF44,OUT010,191.61724
FDK04,OUT018,730.44918
NCA41,OUT013,3542.18916
FDD51,OUT017,679.18258
NCZ53,OUT045,1927.89048
FDP01,OUT027,3272.93964
FDY25,OUT049,3109.9518
FDB17,OUT018,2823.59122
NCV54,OUT018,1618.02716
FDJ32,OUT017,996.0368
FDA37,OUT049,2599.21662
FDG35,OUT035,4379.03318
NCM05,OUT018,3777.28314
FDG45,OUT046,3920.2304
FDH28,OUT013,459.93464
NCE18,OUT049,4177.96158
FDH38,OUT045,1587.6001
FDR56,OUT013,3057.61992
FDH17,OUT027,2604.87592
FDD39,OUT049,2546.15236
FDB41,OUT049,984.11898
NCR53,OUT046,2872.12804
FDX46,OUT017,610.07254
FDV28,OUT049,665.99974
FDA08,OUT018,2763.20316
FDH45,OUT017,581.2434
NCS38,OUT010,201.27134
FDD40,OUT010,611.07124
DRM59,OUT035,2221.7746
NCJ43,OUT018,3001.69272
NCN29,OUT013,632.44342
NCC19,OUT045,3540.25834
FDR56,OUT035,3305.0312
FDZ43,OUT049,4411.05816
FDJ32,OUT010,121.97456
DRH03,OUT017,1024.53304
NCZ54,OUT035,3522.28174
FDE26,OUT017,2904.41934
FDS03,OUT045,1564.23052
DRZ24,OUT019,364.1926
FDO48,OUT027,4149.9314
FDW39,OUT049,2260.25784
NCK05,OUT049,1222.27564
NCK30,OUT017,4112.38028
FDT27,OUT018,4424.37416
FDS08,OUT019,279.83574
NCJ19,OUT049,1048.9679
FDC58,OUT045,740.10328
DRE37,OUT013,2739.16778
FDW02,OUT035,2634.17112
FDJ02,OUT010,328.50572
FDX09,OUT045,2524.64702
FDT31,OUT010,397.74892
FDI24,OUT049,2723.32174
FDY09,OUT045,4255.19438
FDV28,OUT045,449.7479
DRM47,OUT049,4627.50974
FDT52,OUT019,574.78514
FDI48,OUT018,814.00708
FDY55,OUT017,5410.2908
FDU48,OUT013,1602.9135
FDN25,OUT045,492.42568
FDP20,OUT049,1635.13822
FDJ15,OUT013,4124.16494
FDD04,OUT018,1459.69992
FDY58,OUT045,3482.40032
FDR37,OUT018,4526.30814
FDF44,OUT013,2559.73468
FDD32,OUT045,1097.5713
FDR57,OUT017,2166.64636
DRG39,OUT027,1628.08074
FDX15,OUT017,2573.05068
DRN37,OUT045,2197.27316
FDW40,OUT027,3301.30272
FDB32,OUT049,1380.07024
FDM40,OUT018,2063.44736
FDE39,OUT027,3488.39252
DRH49,OUT017,1531.87264
FDT46,OUT049,639.90038
NCF06,OUT035,3875.35548
FDP07,OUT017,3072.60042
FDC04,OUT013,3275.00362
FDZ32,OUT017,1189.4517
FDD50,OUT045,2461.4626
FDU56,OUT017,3681.34136
FDV34,OUT017,1104.96168
NCY41,OUT013,829.45364
NCK18,OUT046,3578.675
DRH25,OUT049,971.33562
FDT57,OUT046,3320.3446
FDV56,OUT018,893.76992
FDV12,OUT045,1710.50678
FDN52,OUT017,842.30358
FDX38,OUT035,703.4177
FDE47,OUT018,1463.02892
NCO07,OUT013,3934.81142
FDV09,OUT027,3182.05794
FDZ23,OUT019,529.37758
DRH51,OUT018,1163.8184
NCY54,OUT045,3401.9051
DRG49,OUT013,4405.5986
NCC19,OUT049,4080.08898
NCV53,OUT045,5240.04574
FDZ47,OUT019,210.59254
NCO26,OUT018,1744.26284
NCP02,OUT045,1010.41808
NCW30,OUT018,3337.3225
NCN55,OUT046,4778.38002
FDB20,OUT010,135.4903
DRL11,OUT013,2098.6016
DRD60,OUT045,3230.66134
FDW14,OUT010,214.85366
FDL27,OUT010,187.48928
FDU09,OUT018,712.13968
DRH36,OUT027,2571.71908
FDP34,OUT027,3551.11088
FDE04,OUT017,3319.81196
FDZ57,OUT027,3088.71278
FDF02,OUT010,337.29428
FDG28,OUT045,3287.45408
NCI31,OUT046,693.16438
FDT43,OUT013,716.53396
FDU20,OUT046,2859.81074
FDD53,OUT013,653.74902
FDW15,OUT045,2611.20102
NCT53,OUT045,2252.60114
NCG55,OUT027,2788.30382
FDD48,OUT035,1712.57076
FDG47,OUT049,4047.13188
FDI21,OUT017,1374.5441
FDT27,OUT017,3421.27988
DRO35,OUT013,2241.21596
FDD33,OUT017,3850.72088
FDC04,OUT035,3516.48928
FDY34,OUT013,2609.86942
DRJ49,OUT049,2184.42322
FDE05,OUT049,2815.13556
FDU31,OUT017,4233.95536
NCN19,OUT027,4572.64782
FDK56,OUT027,5943.79634
FDK58,OUT017,2179.62946
NCJ42,OUT035,2248.27344
FDZ34,OUT027,6902.41518
FDA52,OUT018,2168.1777
NCR29,OUT013,660.73992
FDT48,OUT035,3732.40822
DRJ51,OUT019,702.28584
NCS54,OUT046,3210.42102
FDV01,OUT035,2998.36372
DRG51,OUT027,3971.36384
NCG42,OUT013,2633.43874
FDA51,OUT049,1526.08018
FDV19,OUT010,258.92962
NCT18,OUT045,2104.99328
NCS41,OUT045,2569.78826
FDO03,OUT046,5017.53538
FDL12,OUT010,279.10336
FDY37,OUT010,263.3239
FDI58,OUT049,1548.58422
FDT28,OUT018,2231.36212
NCC42,OUT010,385.63136
FDO01,OUT017,1808.44596
FDJ02,OUT013,2421.44802
FDQ04,OUT018,475.78068
DRL47,OUT013,1877.68916
FDZ32,OUT035,1333.33108
FDC35,OUT035,3176.5318
FDX14,OUT045,977.46098
FDZ35,OUT013,2036.48246
FDL14,OUT013,2084.08716
FDO04,OUT049,1001.76268
DRK11,OUT017,2085.2856
FDB44,OUT018,3083.45296
FDZ50,OUT049,3894.86342
FDI12,OUT027,2154.92828
FDU43,OUT017,4380.69768
FDD58,OUT010,269.11636
FDB27,OUT017,4257.25836
FDB04,OUT018,1244.0473
NCO17,OUT013,1820.36378
FDL12,OUT017,748.0263
DRJ13,OUT049,2831.6474
FDD57,OUT045,1509.16886
FDW19,OUT035,1417.62136
DRD27,OUT018,1379.8705
FDH27,OUT027,3801.51826
NCW30,OUT027,8097.99224
FDR40,OUT018,1052.69638
FDG05,OUT013,2222.50698
NCY41,OUT019,72.17272
FDI38,OUT018,3721.08962
FDR20,OUT046,635.97216
FDE09,OUT017,1706.17908
FDN50,OUT019,239.82116
DRF27,OUT045,2205.99514
DRF51,OUT013,925.462
NCO02,OUT019,196.21126
FDB51,OUT027,1847.595
FDJ50,OUT013,904.42272
FDN52,OUT013,1268.21584
FDX14,OUT013,1157.55988
FDT27,OUT019,668.06372
FDV10,OUT013,850.62608
FDU33,OUT046,952.16058
FDU58,OUT046,3169.208
NCP42,OUT027,5189.51152
FDL51,OUT027,5016.40352
DRH15,OUT027,955.28984
FDU16,OUT017,756.48196
FDW15,OUT017,2612.06656
FDQ44,OUT045,1898.92818
NCI06,OUT027,3701.31536
DRK23,OUT019,573.71986
FDC28,OUT035,1015.0121
NCY17,OUT019,103.79822
NCV05,OUT018,2377.03916
FDM34,OUT019,439.428
DRD60,OUT027,4310.78868
FDT38,OUT046,1419.61876
FDQ57,OUT018,2447.8137
FDE59,OUT027,880.78682
NCM43,OUT046,3293.17996
DRI51,OUT049,2401.8735
NCG30,OUT017,1946.73262
NCK54,OUT035,2055.12486
FDQ16,OUT019,120.31006
FDI36,OUT013,3260.0897
FDX16,OUT027,2631.44134
FDA34,OUT046,3557.50256
FDJ48,OUT018,2732.97584
FDU47,OUT035,1705.71302
FDS39,OUT046,1630.07814
FDD11,OUT046,2543.42258
FDM16,OUT027,2054.05958
FDU56,OUT018,3041.17466
FDQ32,OUT017,1803.18614
DRK35,OUT013,708.4112
FDA58,OUT049,2962.67684
DRG48,OUT019,432.70342
FDT59,OUT010,916.20738
FDQ31,OUT019,294.54992
FDS51,OUT018,814.00708
FDW32,OUT027,2748.68872
FDI15,OUT027,5601.44198
NCV30,OUT017,783.6466
DRG25,OUT049,4623.71468
FDT02,OUT013,487.23244
FDO33,OUT027,4046.13318
FDP38,OUT035,643.89518
FDZ45,OUT035,2536.89774
NCA54,OUT027,4527.83948
FDU33,OUT017,936.4477
FDN58,OUT017,4543.35262
FDI05,OUT045,1375.94228
FDM57,OUT019,129.1652
NCS42,OUT027,2783.17716
FDB57,OUT045,4933.11194
FDC03,OUT045,2352.40456
FDZ58,OUT013,1778.55154
NCK29,OUT045,2244.54496
NCR53,OUT045,3957.91468
FDE26,OUT027,4321.17516
FDU52,OUT049,2055.92382
FDE41,OUT027,2102.06376
FDU38,OUT018,2871.79514
FDA52,OUT017,2190.482
FDW46,OUT046,1408.167
DRI59,OUT035,3674.15072
FDT38,OUT035,1245.7118
FDL33,OUT018,3048.6982
FDQ01,OUT027,7774.34686
FDJ08,OUT046,2740.03332
FDQ47,OUT049,776.05648
NCZ18,OUT013,4978.31976
FDE29,OUT017,1023.93382
FDF10,OUT027,3284.3914
FDC48,OUT049,1767.56584
FDY58,OUT013,4032.15138
NCX30,OUT010,642.69674
FDV11,OUT013,2563.52974
FDT46,OUT046,698.69052
DRD01,OUT019,191.4175
FDQ11,OUT013,3737.4683
NCM41,OUT017,1178.73232
NCC55,OUT013,630.24628
FDG45,OUT027,4367.9809
NCQ54,OUT049,3317.14876
FDM34,OUT045,1854.38616
FDD17,OUT019,649.62106
FDN38,OUT027,5759.76922
FDB53,OUT018,1748.25764
NCL06,OUT035,4123.89862
NCV18,OUT019,163.85338
FDX25,OUT013,2889.30568
FDB39,OUT046,1013.74708
FDC33,OUT049,3202.1651
NCO14,OUT018,336.96138
FDA58,OUT027,6941.43106
NCQ02,OUT017,3159.15442
NCR53,OUT017,3658.97048
FDN52,OUT046,1144.57678
FDG26,OUT046,3389.5878
FDE23,OUT027,1383.06634
DRI37,OUT013,601.5503
DRH37,OUT018,2878.51972
FDO01,OUT035,2017.10768
FDK45,OUT049,2286.82326
FDP23,OUT049,2861.07576
FDM33,OUT035,4410.39236
FDD36,OUT017,2127.69706
FDL56,OUT017,1216.0837
FDT27,OUT010,651.61846
FDG52,OUT017,717.66582
NCL42,OUT035,4617.72248
DRJ24,OUT046,2629.84342
FDV38,OUT046,791.23672
FDT35,OUT045,3007.35202
FDY51,OUT045,3134.2535
FDC37,OUT017,2081.35738
NCP43,OUT013,2205.4625
FDO33,OUT045,1595.19022
FDW04,OUT018,2283.56084
NCC31,OUT046,2257.19516
FDK22,OUT049,3238.71752
FDJ50,OUT017,984.25214
FDV13,OUT017,1866.10424
DRL60,OUT017,2157.45832
FDW03,OUT017,1763.77078
FDY27,OUT035,2660.2039
FDB39,OUT027,1607.77384
FDU59,OUT045,2493.95364
FDZ57,OUT049,2177.166
FDO21,OUT049,3231.32714
FDS43,OUT018,2915.80452
FDU28,OUT010,571.18982
FDC51,OUT010,242.88384
FDW16,OUT010,202.0703
FDP32,OUT010,142.21488
FDB60,OUT019,310.79544
NCQ30,OUT046,1064.41446
FDD26,OUT049,3937.40804
FDI44,OUT045,1409.09912
DRH23,OUT046,1026.46386
FDO44,OUT046,1871.43064
FDG04,OUT046,3142.37626
FDM32,OUT027,3044.76998
FDM09,OUT013,1827.42126
FDZ47,OUT013,1402.10822
FDM40,OUT027,3462.4929
FDY48,OUT017,1520.6872
NCM30,OUT045,681.57946
FDX36,OUT010,478.77678
DRF03,OUT017,480.44128
FDN51,OUT049,4292.47918
FDM57,OUT049,1288.58932
FDB35,OUT049,1916.5053
FDY13,OUT027,2751.88456
FDA37,OUT017,1902.8564
NCX53,OUT017,2651.41534
FDD59,OUT018,1140.71514
FDX10,OUT019,74.5696
FDC03,OUT018,2592.9581
FDW43,OUT035,4871.85834
FDW10,OUT046,2816.26742
FDY14,OUT027,7000.2212
FDV43,OUT045,643.8286
FDO40,OUT013,2139.01566
FDP46,OUT027,3387.45724
NCE43,OUT019,209.727
FDD05,OUT035,2387.75854
FDJ60,OUT010,417.7895
DRE27,OUT018,1015.74448
FDO11,OUT035,5849.51906
DRG11,OUT027,2499.34662
FDK33,OUT010,398.54788
DRM23,OUT045,2386.62668
FDJ02,OUT027,3852.58512
NCZ05,OUT045,1426.60966
NCL30,OUT013,1557.77226
FDZ19,OUT018,2427.90628
FDM45,OUT049,2140.2141
FDO36,OUT046,2690.1649
NCK31,OUT045,731.51446
DRJ37,OUT045,2482.30214
FDP24,OUT018,2089.54672
FDF46,OUT013,1759.50966
FDX46,OUT019,171.70982
NCL18,OUT045,2861.07576
FDJ26,OUT013,2583.17084
FDJ07,OUT045,1660.30546
FDY15,OUT013,1950.32794
DRG01,OUT045,1124.2033
FDF58,OUT045,1153.96456
FDZ14,OUT019,305.00298
FDP31,OUT049,653.54928
FDH45,OUT013,650.28686
FDA09,OUT010,356.66906
FDW31,OUT035,2897.29528
FDA57,OUT046,712.33942
NCE55,OUT035,2672.25488
FDC17,OUT019,549.81764
FDC59,OUT013,742.10068
FDA22,OUT013,3230.32844
FDK52,OUT035,4027.95684
NCM26,OUT046,2724.4536
NCT53,OUT035,2290.6849
FDW45,OUT018,2833.6448
NCI18,OUT035,3165.5461
FDE38,OUT018,2060.58442
FDF08,OUT019,260.06148
FDY58,OUT010,606.61038
FDF58,OUT019,167.91476
FDX39,OUT017,3465.55558
FDB44,OUT049,2999.36242
FDF28,OUT013,2174.5028
FDE39,OUT013,2300.13926
FDT37,OUT018,2307.6628
FDZ45,OUT017,3261.55446
FDO40,OUT035,3034.78298
FDM57,OUT027,2022.16776
DRG36,OUT017,3089.6449
FDY36,OUT010,174.50618
DRL60,OUT027,2944.10102
FDS25,OUT019,249.60842
DRF49,OUT027,2772.79068
FDP16,OUT045,4857.3439
FDS60,OUT049,2599.949
FDU15,OUT027,1050.2995
FDK43,OUT046,2632.30688
FDN25,OUT046,658.8091
FDE53,OUT049,1148.37184
FDB22,OUT013,2610.00258
FDE39,OUT017,2716.7969
FDX35,OUT035,3704.04514
NCG54,OUT049,3374.74046
FDH27,OUT035,2188.1517
NCK42,OUT013,2991.4394
FDS25,OUT049,2073.56752
FDI10,OUT018,3298.77268
FDU35,OUT035,2204.86328
FDI04,OUT017,3644.45604
DRK23,OUT035,5834.7383
FDB53,OUT019,179.49968
FDY02,OUT049,3613.76266
FDM60,OUT035,661.40572
NCJ31,OUT010,628.11572
DRP35,OUT017,1919.8343
NCQ30,OUT018,1130.99446
DRL11,OUT010,221.7114
FDU01,OUT013,3631.87242
FDR39,OUT035,3496.58186
FDO08,OUT046,2236.28904
FDC02,OUT045,4452.27118
NCZ29,OUT035,1945.73392
FDF29,OUT010,249.40868
FDZ23,OUT017,3006.28674
NCU53,OUT018,2292.81546
NCW30,OUT013,3950.25798
NCM26,OUT027,4515.4556
FDV50,OUT027,3285.78958
FDW15,OUT049,2974.1286
FDI35,OUT027,4433.5622
FDO11,OUT017,6413.25192
FDN48,OUT046,1678.61496
NCA17,OUT049,2343.9489
NCN54,OUT013,996.90234
FDP22,OUT013,943.1057
NCB54,OUT035,1310.76046
FDD08,OUT045,591.43014
DRM48,OUT010,94.14412
FDG41,OUT027,2641.49492
FDE44,OUT027,1770.89484
FDE26,OUT035,2395.14892
NCS38,OUT013,2562.13156
NCJ54,OUT018,3961.1771
FDI40,OUT019,277.10596
FDN45,OUT018,2868.46614
FDU43,OUT046,3828.61632
FDI04,OUT010,594.69256
NCC07,OUT018,1227.4023
NCC07,OUT019,213.78838
NCD18,OUT045,3522.01542
FDU55,OUT035,5471.94388
FDX59,OUT035,706.7467
FDR52,OUT049,2728.7813
NCP17,OUT013,652.68374
FDQ32,OUT045,1506.0396
NCT17,OUT049,2732.31004
FDO10,OUT049,764.93762
FDE32,OUT049,587.36876
FDN44,OUT045,2489.15988
FDH02,OUT035,1233.66082
FDK60,OUT013,1634.73874
FDS24,OUT019,407.20328
FDL03,OUT010,603.8806
FDB46,OUT027,4843.62842
FDO48,OUT049,3742.06232
FDZ39,OUT049,1827.68758
FDT02,OUT027,902.55848
FDC50,OUT013,2025.82966
FDP39,OUT035,732.77948
DRG15,OUT018,958.81858
FDP10,OUT018,1560.03598
FDF53,OUT027,5701.9112
FDN34,OUT045,2334.49454
FDK02,OUT045,2006.65462
FDC23,OUT045,2885.9101
FDJ10,OUT019,310.32938
FDE53,OUT035,911.4802
FDR25,OUT035,4678.64318
FDW50,OUT046,2623.65148
FDS09,OUT049,839.97328
FDW49,OUT010,513.6647
FDU51,OUT046,2972.26436
FDF28,OUT018,1542.9915
NCY30,OUT018,2732.37662
FDD44,OUT045,5356.29442
FDX09,OUT017,2286.22404
NCF30,OUT013,2330.56632
FDZ50,OUT019,668.26346
FDW37,OUT013,1555.84144
FDD11,OUT049,3040.50886
DRH39,OUT018,1270.87904
FDA36,OUT049,2797.82476
NCG43,OUT049,1445.98444
FDF02,OUT035,2064.71238
FDP57,OUT027,2590.36148
NCE42,OUT017,3342.04968
NCR38,OUT027,6529.43402
FDP03,OUT019,303.07216
FDO51,OUT035,786.3098
NCQ42,OUT046,1957.51858
NCM41,OUT046,1442.38912
FDH48,OUT027,1915.10712
DRF60,OUT046,4421.44464
FDJ27,OUT035,1277.73678
FDQ14,OUT013,1928.55628
FDN27,OUT017,1414.69184
NCQ02,OUT046,2835.70878
FDJ33,OUT049,2455.40382
FDP07,OUT027,6091.60394
DRE01,OUT049,4273.63704
FDU36,OUT045,1172.07432
FDL28,OUT017,3394.84762
NCX53,OUT046,2432.56688
FDZ39,OUT013,1726.95204
NCP42,OUT013,3146.37106
FDJ14,OUT035,1391.12252
FDK04,OUT049,1101.69926
NCC19,OUT017,2985.71352
FDS09,OUT018,729.58364
FDZ02,OUT046,977.99362
FDD35,OUT018,1491.85806
NCY42,OUT017,2704.54618
FDB05,OUT045,5003.95306
FDF20,OUT035,3578.0092
NCO41,OUT018,1294.3152
FDC40,OUT027,2126.5652
FDV58,OUT045,2542.22414
FDZ57,OUT045,1328.20442
DRM35,OUT046,2804.0167
DRN36,OUT018,1446.84998
FDQ13,OUT046,1107.82462
DRO35,OUT010,210.92544
NCD43,OUT035,2065.11186
FDA51,OUT018,1168.41242
NCX17,OUT027,5674.6134
NCZ17,OUT049,776.18964
FDR11,OUT027,3207.1586
FDW34,OUT049,4792.69472
FDN50,OUT017,1838.6067
FDS09,OUT046,953.35902
FDS48,OUT018,2689.89858
FDL44,OUT049,3026.99312
DRF48,OUT018,2150.40084
FDA14,OUT018,1521.353
NCD30,OUT049,1185.4569
FDI16,OUT017,828.38836
NCG06,OUT035,3569.55354
DRZ24,OUT035,2812.87184
NCS17,OUT045,1587.40036
FDB37,OUT045,4561.3958
FDE10,OUT035,1985.48218
FDC57,OUT045,2835.10956
FDM12,OUT018,2725.58546
FDE24,OUT049,2189.21698
FDW22,OUT045,3750.4514
DRD01,OUT027,1890.00646
NCZ18,OUT027,6298.26826
FDN49,OUT045,622.05694
FDR22,OUT035,2413.39184
FDV08,OUT019,114.78392
FDY39,OUT046,3824.75468
FDV36,OUT049,2556.27252
FDO60,OUT045,679.84838
FDU04,OUT027,3310.15786
FDR20,OUT027,1692.1307
FDW19,OUT019,225.24014
FDU40,OUT049,2839.03778
FDK15,OUT045,1217.28214
DRF15,OUT035,2523.51516
FDQ25,OUT017,2852.35378
FDI48,OUT019,111.05544
FDS49,OUT046,1221.0772
FDV22,OUT046,2592.6252
NCV42,OUT046,2005.78908
FDX26,OUT046,3673.61808
FDI33,OUT018,1890.93858
FDZ14,OUT049,2211.18838
FDG10,OUT013,631.57788
FDM38,OUT018,1096.63918
FDG26,OUT027,5942.66448
FDH46,OUT035,1826.88862
FDN13,OUT018,1287.52404
FDU57,OUT035,2626.71416
NCI06,OUT046,3358.22862
FDM38,OUT045,1017.60872
NCG42,OUT010,285.49504
FDL39,OUT045,1857.78174
FDT31,OUT019,430.04022
FDV59,OUT013,3255.82858
FDB49,OUT035,1753.78378
FDD58,OUT049,1948.33054
DRN59,OUT046,607.14302
FDX48,OUT049,2215.71582
FDQ11,OUT049,4692.82472
FDY12,OUT049,812.74206
FDQ11,OUT045,4651.41196
DRI11,OUT017,2002.99272
FDY32,OUT027,4167.70826
FDS51,OUT045,832.51632
FDR19,OUT010,487.96482
DRB13,OUT018,3846.39318
FDS21,OUT035,1229.99892
FDQ40,OUT045,2662.8671
NCE55,OUT013,2561.79866
FDX43,OUT027,3810.77288
FDS12,OUT049,2721.25776
DRK01,OUT027,1954.4559
FDN25,OUT017,786.77586
FDB60,OUT046,2682.77452
FDQ13,OUT017,1344.05046
DRK13,OUT045,3923.8923
DRF25,OUT018,386.69664
NCD42,OUT019,102.8661
FDW25,OUT045,1265.48606
NCV29,OUT027,4117.57352
NCK42,OUT035,3308.22704
DRJ13,OUT027,3373.14254
DRD15,OUT017,3172.13752
FDM27,OUT045,2126.43204
